system:index,b1,b2,b3,.geo
606,149,211,63,"{""type"":""Point"",""coordinates"":[20.3629410275731,44.7330315059427]}"
607,155,214,66,"{""type"":""Point"",""coordinates"":[20.44914151307195,44.783038277481005]}"
608,34,137,137,"{""type"":""Point"",""coordinates"":[20.433346026843715,44.85707828742769]}"
609,36,135,141,"{""type"":""Point"",""coordinates"":[20.360140816526087,44.78378261572057]}"
610,53,97,142,"{""type"":""Point"",""coordinates"":[20.411388974344227,44.73441879862206]}"
611,183,173,30,"{""type"":""Point"",""coordinates"":[20.360835452788006,44.847721713574096]}"
612,20,125,114,"{""type"":""Point"",""coordinates"":[20.356162206619455,44.82481219050981]}"
613,61,77,137,"{""type"":""Point"",""coordinates"":[20.553821905846274,44.78387751331078]}"
614,48,49,92,"{""type"":""Point"",""coordinates"":[20.41897589343782,44.85221829968015]}"
615,40,135,128,"{""type"":""Point"",""coordinates"":[20.427820043683074,44.8529029576627]}"
616,47,111,143,"{""type"":""Point"",""coordinates"":[20.40825381720313,44.737153590685026]}"
617,53,95,144,"{""type"":""Point"",""coordinates"":[20.539011901838496,44.78027430095926]}"
618,36,135,141,"{""type"":""Point"",""coordinates"":[20.365623296550485,44.749797812544365]}"
619,36,135,141,"{""type"":""Point"",""coordinates"":[20.44151912759978,44.8573881092034]}"
620,69,1,84,"{""type"":""Point"",""coordinates"":[20.549101827612304,44.840495415921545]}"
621,54,94,139,"{""type"":""Point"",""coordinates"":[20.526357564284286,44.76357877003975]}"
622,64,186,114,"{""type"":""Point"",""coordinates"":[20.566918459574566,44.7607626652858]}"
623,225,215,30,"{""type"":""Point"",""coordinates"":[20.46660543360292,44.87673162328791]}"
624,123,206,77,"{""type"":""Point"",""coordinates"":[20.372322557647568,44.7351186850647]}"
625,155,211,75,"{""type"":""Point"",""coordinates"":[20.48226834689178,44.76639376377762]}"
626,44,53,88,"{""type"":""Point"",""coordinates"":[20.31942743014334,44.73778818206205]}"
627,103,199,99,"{""type"":""Point"",""coordinates"":[20.508165169415626,44.78381836688557]}"
628,36,135,141,"{""type"":""Point"",""coordinates"":[20.332994598303543,44.746283586647294]}"
629,69,1,84,"{""type"":""Point"",""coordinates"":[20.56840216646357,44.84842514426889]}"
630,46,149,76,"{""type"":""Point"",""coordinates"":[20.516119213985576,44.76381085455625]}"
631,30,144,137,"{""type"":""Point"",""coordinates"":[20.431949018327867,44.776012514915735]}"
632,131,214,84,"{""type"":""Point"",""coordinates"":[20.368121718412073,44.8146398878937]}"
633,72,1,83,"{""type"":""Point"",""coordinates"":[20.451304658205498,44.83110019992433]}"
634,71,1,82,"{""type"":""Point"",""coordinates"":[20.502691709456744,44.831146909282005]}"
635,36,135,141,"{""type"":""Point"",""coordinates"":[20.44652963559667,44.85613882543359]}"
636,36,135,141,"{""type"":""Point"",""coordinates"":[20.279527804658272,44.86450322318564]}"
637,164,156,5,"{""type"":""Point"",""coordinates"":[20.354524130568752,44.856442850797215]}"
638,43,116,139,"{""type"":""Point"",""coordinates"":[20.377423151218256,44.76414383497924]}"
639,36,135,141,"{""type"":""Point"",""coordinates"":[20.32306150560176,44.83712269831759]}"
640,69,1,84,"{""type"":""Point"",""coordinates"":[20.43040258468925,44.84039399335223]}"
641,36,135,141,"{""type"":""Point"",""coordinates"":[20.342482255014534,44.81906969761091]}"
642,128,87,53,"{""type"":""Point"",""coordinates"":[20.446937553897477,44.832164656003414]}"
643,35,135,143,"{""type"":""Point"",""coordinates"":[20.32916900492486,44.7455055856302]}"
644,62,77,136,"{""type"":""Point"",""coordinates"":[20.516806798708657,44.7522962353534]}"
645,163,153,6,"{""type"":""Point"",""coordinates"":[20.405244437034924,44.75776398553118]}"
646,36,135,141,"{""type"":""Point"",""coordinates"":[20.388118371011483,44.77015731056925]}"
647,243,152,30,"{""type"":""Point"",""coordinates"":[20.41049759136665,44.81376452480838]}"
648,153,215,62,"{""type"":""Point"",""coordinates"":[20.476157332000202,44.77252464602397]}"
649,151,216,64,"{""type"":""Point"",""coordinates"":[20.285677499625304,44.794767533903695]}"
650,36,135,141,"{""type"":""Point"",""coordinates"":[20.318095458535332,44.75841063433229]}"
651,40,118,137,"{""type"":""Point"",""coordinates"":[20.36492834917088,44.767552485008785]}"
652,155,145,25,"{""type"":""Point"",""coordinates"":[20.386466294863638,44.81155041435256]}"
653,36,135,141,"{""type"":""Point"",""coordinates"":[20.344402736434755,44.83747502777226]}"
654,40,133,141,"{""type"":""Point"",""coordinates"":[20.386303203182187,44.76610943854169]}"
655,222,215,38,"{""type"":""Point"",""coordinates"":[20.397116282593117,44.83521627465092]}"
656,112,198,96,"{""type"":""Point"",""coordinates"":[20.421753606936523,44.75079158309109]}"
657,151,218,57,"{""type"":""Point"",""coordinates"":[20.300155546118393,44.818622016797164]}"
658,53,3,69,"{""type"":""Point"",""coordinates"":[20.552775371740786,44.83389022703128]}"
659,69,2,81,"{""type"":""Point"",""coordinates"":[20.43902492591234,44.82194661112467]}"
660,61,77,137,"{""type"":""Point"",""coordinates"":[20.565754680862792,44.79241580915874]}"
661,60,78,137,"{""type"":""Point"",""coordinates"":[20.556166115775227,44.81535491096668]}"
662,30,159,133,"{""type"":""Point"",""coordinates"":[20.53317305200209,44.749479815321706]}"
663,137,197,73,"{""type"":""Point"",""coordinates"":[20.479134736544783,44.863733752300554]}"
664,21,135,117,"{""type"":""Point"",""coordinates"":[20.422858472653953,44.762388137551625]}"
665,36,135,141,"{""type"":""Point"",""coordinates"":[20.355453842739198,44.78444287087923]}"
666,97,196,113,"{""type"":""Point"",""coordinates"":[20.44733923350574,44.79117858388198]}"
667,223,220,28,"{""type"":""Point"",""coordinates"":[20.493007839827595,44.84516604681327]}"
668,36,135,141,"{""type"":""Point"",""coordinates"":[20.339783210951637,44.878041323205004]}"
669,40,134,140,"{""type"":""Point"",""coordinates"":[20.30145821056586,44.88145677321263]}"
670,34,152,143,"{""type"":""Point"",""coordinates"":[20.54611608890829,44.876723967951925]}"
671,222,215,25,"{""type"":""Point"",""coordinates"":[20.48447228196725,44.85521601081819]}"
672,88,175,71,"{""type"":""Point"",""coordinates"":[20.5011695238418,44.80737650674103]}"
673,36,135,141,"{""type"":""Point"",""coordinates"":[20.285501246223696,44.875601962215335]}"
674,13,127,95,"{""type"":""Point"",""coordinates"":[20.50863838846343,44.738762824870236]}"
675,53,121,99,"{""type"":""Point"",""coordinates"":[20.542851827110383,44.846298479033464]}"
676,211,203,65,"{""type"":""Point"",""coordinates"":[20.475495551701968,44.8570050147281]}"
677,151,216,63,"{""type"":""Point"",""coordinates"":[20.301038050745515,44.818837037387325]}"
678,54,9,79,"{""type"":""Point"",""coordinates"":[20.373037570828235,44.77669017718313]}"
679,42,116,139,"{""type"":""Point"",""coordinates"":[20.396804046138524,44.73786295381953]}"
680,214,202,39,"{""type"":""Point"",""coordinates"":[20.484443504953717,44.79207692547537]}"
681,48,152,84,"{""type"":""Point"",""coordinates"":[20.473525208430704,44.7593878553571]}"
682,111,201,90,"{""type"":""Point"",""coordinates"":[20.535532789037614,44.81567512590426]}"
683,42,164,130,"{""type"":""Point"",""coordinates"":[20.51977391327071,44.74504047005919]}"
684,53,98,140,"{""type"":""Point"",""coordinates"":[20.55930350697566,44.79441008885905]}"
685,36,135,141,"{""type"":""Point"",""coordinates"":[20.323906455346748,44.80586805978942]}"
686,36,135,141,"{""type"":""Point"",""coordinates"":[20.29483128113641,44.82834773942996]}"
687,186,179,28,"{""type"":""Point"",""coordinates"":[20.48059105143907,44.79618062846693]}"
688,69,1,84,"{""type"":""Point"",""coordinates"":[20.395292968539167,44.79336077779924]}"
689,185,179,28,"{""type"":""Point"",""coordinates"":[20.470350871772588,44.8060937074496]}"
690,52,137,149,"{""type"":""Point"",""coordinates"":[20.5663971978282,44.80830400959156]}"
691,24,91,116,"{""type"":""Point"",""coordinates"":[20.47643835904791,44.73658088111958]}"
692,150,214,68,"{""type"":""Point"",""coordinates"":[20.498341432538968,44.800591908391596]}"
693,166,153,15,"{""type"":""Point"",""coordinates"":[20.48657827522834,44.801072666026975]}"
694,32,97,122,"{""type"":""Point"",""coordinates"":[20.468099252940917,44.74650577932532]}"
695,66,148,56,"{""type"":""Point"",""coordinates"":[20.461588220315466,44.787075584795865]}"
696,36,135,141,"{""type"":""Point"",""coordinates"":[20.280468623912622,44.859322831225505]}"
697,62,10,32,"{""type"":""Point"",""coordinates"":[20.44599117081394,44.83104229489204]}"
698,36,136,143,"{""type"":""Point"",""coordinates"":[20.325349194942017,44.76153363247095]}"
699,36,135,141,"{""type"":""Point"",""coordinates"":[20.4138951853824,44.88815089669426]}"
700,158,213,61,"{""type"":""Point"",""coordinates"":[20.497960778722145,44.84531109211414]}"
701,102,205,90,"{""type"":""Point"",""coordinates"":[20.32884890833876,44.739315284919144]}"
702,36,135,141,"{""type"":""Point"",""coordinates"":[20.3016494512514,44.8266231695781]}"
703,47,97,154,"{""type"":""Point"",""coordinates"":[20.554139137372715,44.817508679037765]}"
704,37,163,133,"{""type"":""Point"",""coordinates"":[20.44366623806926,44.75268205637729]}"
705,48,149,81,"{""type"":""Point"",""coordinates"":[20.361261073718225,44.84311712439581]}"
706,69,1,84,"{""type"":""Point"",""coordinates"":[20.511107143061267,44.82578287357395]}"
707,36,135,141,"{""type"":""Point"",""coordinates"":[20.44041217149176,44.76270326491727]}"
708,132,193,58,"{""type"":""Point"",""coordinates"":[20.52303440338955,44.797996397281125]}"
709,58,78,137,"{""type"":""Point"",""coordinates"":[20.492602322022726,44.7391473131347]}"
710,104,204,92,"{""type"":""Point"",""coordinates"":[20.537644591501973,44.88792672918956]}"
711,24,96,21,"{""type"":""Point"",""coordinates"":[20.39639114182751,44.826847211774535]}"
712,36,135,141,"{""type"":""Point"",""coordinates"":[20.33688408770965,44.815935646584265]}"
713,36,135,141,"{""type"":""Point"",""coordinates"":[20.30454289860581,44.82703748955695]}"
714,218,212,40,"{""type"":""Point"",""coordinates"":[20.4364515685218,44.73867248794592]}"
715,225,218,21,"{""type"":""Point"",""coordinates"":[20.35522421926764,44.87092648700512]}"
716,69,1,84,"{""type"":""Point"",""coordinates"":[20.53183205906438,44.82484054082207]}"
717,36,135,141,"{""type"":""Point"",""coordinates"":[20.293084091852446,44.74573471260084]}"
718,225,215,30,"{""type"":""Point"",""coordinates"":[20.464853772924467,44.86962570341954]}"
719,53,97,142,"{""type"":""Point"",""coordinates"":[20.557024508610503,44.78323982104059]}"
720,225,214,32,"{""type"":""Point"",""coordinates"":[20.44011648870699,44.834882620402354]}"
721,38,133,142,"{""type"":""Point"",""coordinates"":[20.42887619105565,44.8831927315434]}"
722,27,150,137,"{""type"":""Point"",""coordinates"":[20.350722632727063,44.880090272119936]}"
723,225,215,30,"{""type"":""Point"",""coordinates"":[20.46006919666904,44.878556168994656]}"
724,231,132,48,"{""type"":""Point"",""coordinates"":[20.454976015807343,44.81271711723045]}"
725,31,152,139,"{""type"":""Point"",""coordinates"":[20.328840669437287,44.732282697421496]}"
726,246,143,41,"{""type"":""Point"",""coordinates"":[20.460017057708857,44.8113711535508]}"
727,131,118,132,"{""type"":""Point"",""coordinates"":[20.36145626202569,44.88337009284663]}"
728,102,155,22,"{""type"":""Point"",""coordinates"":[20.330664047140395,44.85517146275285]}"
729,36,135,141,"{""type"":""Point"",""coordinates"":[20.3364195408387,44.76711305890516]}"
730,227,213,45,"{""type"":""Point"",""coordinates"":[20.476927573690446,44.86483078122693]}"
731,36,135,141,"{""type"":""Point"",""coordinates"":[20.30000936058561,44.763033060711706]}"
732,106,155,28,"{""type"":""Point"",""coordinates"":[20.4278550607681,44.821616113872324]}"
733,173,105,22,"{""type"":""Point"",""coordinates"":[20.482511771877782,44.78406688569706]}"
734,36,135,141,"{""type"":""Point"",""coordinates"":[20.493047313148995,44.875408181549155]}"
735,43,132,145,"{""type"":""Point"",""coordinates"":[20.44460318353151,44.852456706708956]}"
736,35,136,141,"{""type"":""Point"",""coordinates"":[20.355535535916605,44.742468317549125]}"
737,36,135,141,"{""type"":""Point"",""coordinates"":[20.303401843905203,44.7489297661684]}"
738,108,192,98,"{""type"":""Point"",""coordinates"":[20.42205135194965,44.75832665807971]}"
739,105,203,101,"{""type"":""Point"",""coordinates"":[20.406621956521473,44.742017572346995]}"
740,36,135,141,"{""type"":""Point"",""coordinates"":[20.4285634104774,44.87755004784258]}"
741,224,208,43,"{""type"":""Point"",""coordinates"":[20.390508876363366,44.79811529652999]}"
742,195,184,27,"{""type"":""Point"",""coordinates"":[20.48374081339653,44.850240313315695]}"
743,163,152,0,"{""type"":""Point"",""coordinates"":[20.501349465883056,44.838511397821684]}"
744,45,181,123,"{""type"":""Point"",""coordinates"":[20.422704366744913,44.768750724963304]}"
745,213,207,22,"{""type"":""Point"",""coordinates"":[20.49542193200492,44.77652751902277]}"
746,54,96,142,"{""type"":""Point"",""coordinates"":[20.50899384675299,44.75243808211223]}"
747,44,117,142,"{""type"":""Point"",""coordinates"":[20.50803625831205,44.854314073503964]}"
748,61,77,137,"{""type"":""Point"",""coordinates"":[20.558318882386192,44.79132604016925]}"
749,73,182,114,"{""type"":""Point"",""coordinates"":[20.462425745357326,44.73602383083541]}"
750,99,182,90,"{""type"":""Point"",""coordinates"":[20.420738353876885,44.750996602699814]}"
751,111,196,97,"{""type"":""Point"",""coordinates"":[20.420147456913288,44.74953828900815]}"
752,36,135,141,"{""type"":""Point"",""coordinates"":[20.367824366415675,44.74165634497761]}"
753,36,135,141,"{""type"":""Point"",""coordinates"":[20.277903125207708,44.782592974547164]}"
754,224,215,32,"{""type"":""Point"",""coordinates"":[20.380690300688396,44.81464199822424]}"
755,38,173,128,"{""type"":""Point"",""coordinates"":[20.376955045789725,44.82904296017721]}"
756,36,135,141,"{""type"":""Point"",""coordinates"":[20.320458054880202,44.85211591067226]}"
757,104,203,95,"{""type"":""Point"",""coordinates"":[20.370719905598573,44.89101266769882]}"
758,35,136,141,"{""type"":""Point"",""coordinates"":[20.29045623725252,44.73593262669441]}"
759,39,133,141,"{""type"":""Point"",""coordinates"":[20.486934065374793,44.865524316743716]}"
760,36,135,141,"{""type"":""Point"",""coordinates"":[20.298393398171115,44.8628062333128]}"
761,36,135,141,"{""type"":""Point"",""coordinates"":[20.277903514006486,44.88036730506606]}"
762,42,118,134,"{""type"":""Point"",""coordinates"":[20.405812783781553,44.73819624432683]}"
763,34,136,141,"{""type"":""Point"",""coordinates"":[20.507546391717714,44.881194876539425]}"
764,69,1,84,"{""type"":""Point"",""coordinates"":[20.557672588298185,44.8410908681712]}"
765,36,135,141,"{""type"":""Point"",""coordinates"":[20.304188542268342,44.8561477514013]}"
766,32,153,140,"{""type"":""Point"",""coordinates"":[20.345210699236446,44.864432912615406]}"
767,36,135,141,"{""type"":""Point"",""coordinates"":[20.281502495228874,44.83543481476204]}"
768,36,135,141,"{""type"":""Point"",""coordinates"":[20.334283963740155,44.84605769295104]}"
769,60,190,116,"{""type"":""Point"",""coordinates"":[20.499803732378307,44.758215206821504]}"
770,255,141,38,"{""type"":""Point"",""coordinates"":[20.402826286581703,44.83600204479702]}"
771,90,176,80,"{""type"":""Point"",""coordinates"":[20.43263269749124,44.74863686617675]}"
772,25,135,106,"{""type"":""Point"",""coordinates"":[20.476274686542105,44.760987723931336]}"
773,36,135,141,"{""type"":""Point"",""coordinates"":[20.34974299213474,44.78939992932685]}"
774,29,118,126,"{""type"":""Point"",""coordinates"":[20.346142749229465,44.76992181645242]}"
775,219,216,22,"{""type"":""Point"",""coordinates"":[20.48601243075885,44.84102742009412]}"
776,107,203,82,"{""type"":""Point"",""coordinates"":[20.39375896235756,44.82404807437432]}"
777,153,211,73,"{""type"":""Point"",""coordinates"":[20.5274490919387,44.80171793074953]}"
778,33,153,130,"{""type"":""Point"",""coordinates"":[20.35403706879786,44.87621542261498]}"
779,13,102,108,"{""type"":""Point"",""coordinates"":[20.47575259907656,44.84238296280089]}"
780,65,4,82,"{""type"":""Point"",""coordinates"":[20.33388076652642,44.753331154848844]}"
781,182,171,11,"{""type"":""Point"",""coordinates"":[20.483955831175304,44.856141912342004]}"
782,160,71,10,"{""type"":""Point"",""coordinates"":[20.414959773291304,44.814408869077845]}"
783,151,218,66,"{""type"":""Point"",""coordinates"":[20.28884004007573,44.823589234589825]}"
784,152,216,60,"{""type"":""Point"",""coordinates"":[20.48561618182938,44.87431884473156]}"
785,111,160,44,"{""type"":""Point"",""coordinates"":[20.49695675561737,44.774342191969204]}"
786,226,214,37,"{""type"":""Point"",""coordinates"":[20.38293015369295,44.84772255598851]}"
787,224,215,35,"{""type"":""Point"",""coordinates"":[20.412906173503718,44.7761274954019]}"
788,36,135,141,"{""type"":""Point"",""coordinates"":[20.311666091152503,44.75959230917477]}"
789,156,213,66,"{""type"":""Point"",""coordinates"":[20.470796933061575,44.86976023564279]}"
790,34,136,143,"{""type"":""Point"",""coordinates"":[20.56328699150294,44.875049904533995]}"
791,219,213,48,"{""type"":""Point"",""coordinates"":[20.32679906934159,44.87092437691377]}"
792,36,135,141,"{""type"":""Point"",""coordinates"":[20.360357127380553,44.78779572401216]}"
793,76,41,72,"{""type"":""Point"",""coordinates"":[20.421584064479294,44.83560212720997]}"
794,39,133,141,"{""type"":""Point"",""coordinates"":[20.38675119125265,44.77034112026666]}"
795,89,169,135,"{""type"":""Point"",""coordinates"":[20.448703267768565,44.828391878963416]}"
796,151,216,64,"{""type"":""Point"",""coordinates"":[20.481383149975603,44.87852884053353]}"
797,222,220,32,"{""type"":""Point"",""coordinates"":[20.551495274016915,44.83246443877921]}"
798,213,202,31,"{""type"":""Point"",""coordinates"":[20.35647095562852,44.804161509373856]}"
799,34,136,141,"{""type"":""Point"",""coordinates"":[20.523019810530357,44.86088856307738]}"
800,36,135,141,"{""type"":""Point"",""coordinates"":[20.29712745966486,44.832055248016694]}"
801,35,136,141,"{""type"":""Point"",""coordinates"":[20.318210010022494,44.83891336766297]}"
802,25,140,77,"{""type"":""Point"",""coordinates"":[20.46358161097717,44.75978342018046]}"
803,43,116,141,"{""type"":""Point"",""coordinates"":[20.538901064259033,44.84908842471239]}"
804,37,132,131,"{""type"":""Point"",""coordinates"":[20.338820602651193,44.73787123478533]}"
805,152,215,64,"{""type"":""Point"",""coordinates"":[20.558086849884866,44.75793637246333]}"
806,35,137,137,"{""type"":""Point"",""coordinates"":[20.28515160431292,44.83398782424158]}"
807,44,115,143,"{""type"":""Point"",""coordinates"":[20.44495138296949,44.85155640336513]}"
808,222,213,40,"{""type"":""Point"",""coordinates"":[20.478255471869907,44.86041201195423]}"
809,28,155,133,"{""type"":""Point"",""coordinates"":[20.446153781538303,44.879730726013904]}"
810,72,168,111,"{""type"":""Point"",""coordinates"":[20.53077291072047,44.88389398472014]}"
811,103,204,92,"{""type"":""Point"",""coordinates"":[20.365154182542366,44.867945494165625]}"
812,37,122,141,"{""type"":""Point"",""coordinates"":[20.544848035392757,44.84892804316179]}"
813,36,135,147,"{""type"":""Point"",""coordinates"":[20.53014533076857,44.762716872490664]}"
814,0,0,0,"{""type"":""Point"",""coordinates"":[20.2770531407498,44.84415731648145]}"
815,46,156,140,"{""type"":""Point"",""coordinates"":[20.50543411907896,44.838738356478004]}"
816,36,135,141,"{""type"":""Point"",""coordinates"":[20.28800288484664,44.81190970244432]}"
817,18,68,71,"{""type"":""Point"",""coordinates"":[20.27733802060142,44.845100179842966]}"
818,61,77,137,"{""type"":""Point"",""coordinates"":[20.55534500192581,44.814454312279096]}"
819,38,134,140,"{""type"":""Point"",""coordinates"":[20.445671014469802,44.740199991896446]}"
820,35,136,140,"{""type"":""Point"",""coordinates"":[20.45621170527989,44.83971088392285]}"
821,151,216,64,"{""type"":""Point"",""coordinates"":[20.477570496274584,44.882784353423176]}"
822,245,144,41,"{""type"":""Point"",""coordinates"":[20.422369466302953,44.81729438484678]}"
823,157,213,68,"{""type"":""Point"",""coordinates"":[20.503862062288476,44.78836043539473]}"
824,71,0,83,"{""type"":""Point"",""coordinates"":[20.366473833469588,44.87944054843153]}"
825,53,98,140,"{""type"":""Point"",""coordinates"":[20.558892635894182,44.794827721075585]}"
826,161,86,13,"{""type"":""Point"",""coordinates"":[20.451786856121135,44.79686693128085]}"
827,36,135,141,"{""type"":""Point"",""coordinates"":[20.30599504597141,44.776483804530784]}"
828,37,172,131,"{""type"":""Point"",""coordinates"":[20.529611043127453,44.7321005039148]}"
829,110,96,12,"{""type"":""Point"",""coordinates"":[20.404230476631994,44.82117968010623]}"
830,64,9,55,"{""type"":""Point"",""coordinates"":[20.53350361773025,44.82240406017715]}"
831,36,135,141,"{""type"":""Point"",""coordinates"":[20.314077250698794,44.805070774541164]}"
832,248,179,13,"{""type"":""Point"",""coordinates"":[20.288973934780508,44.77358197086925]}"
833,36,135,141,"{""type"":""Point"",""coordinates"":[20.32231138831998,44.783860411727765]}"
834,152,215,65,"{""type"":""Point"",""coordinates"":[20.332598885513352,44.801431910519824]}"
835,36,135,141,"{""type"":""Point"",""coordinates"":[20.343118974676003,44.78535670077866]}"
836,37,172,131,"{""type"":""Point"",""coordinates"":[20.521233142144247,44.74009394572041]}"
837,200,193,36,"{""type"":""Point"",""coordinates"":[20.4090171749835,44.779380443519976]}"
838,36,135,141,"{""type"":""Point"",""coordinates"":[20.523267674319452,44.836896624630754]}"
839,36,135,141,"{""type"":""Point"",""coordinates"":[20.297453000899175,44.80623911263525]}"
840,48,101,138,"{""type"":""Point"",""coordinates"":[20.54726726207715,44.79410407622585]}"
841,41,148,83,"{""type"":""Point"",""coordinates"":[20.52078324195166,44.786136746609756]}"
842,247,143,21,"{""type"":""Point"",""coordinates"":[20.44470119305029,44.81092957813388]}"
843,36,135,141,"{""type"":""Point"",""coordinates"":[20.437721702838147,44.86936146061964]}"
844,190,220,222,"{""type"":""Point"",""coordinates"":[20.42087943558127,44.8856047972525]}"
845,106,197,96,"{""type"":""Point"",""coordinates"":[20.498150705925205,44.75796383221884]}"
846,36,135,141,"{""type"":""Point"",""coordinates"":[20.298984872637938,44.7903578165069]}"
847,36,135,141,"{""type"":""Point"",""coordinates"":[20.33253116102177,44.82341397633182]}"
848,154,215,61,"{""type"":""Point"",""coordinates"":[20.55036465655035,44.76272126681091]}"
849,107,197,97,"{""type"":""Point"",""coordinates"":[20.45362106671,44.78255889286194]}"
850,42,116,141,"{""type"":""Point"",""coordinates"":[20.56960250452028,44.74153479814783]}"
851,36,135,141,"{""type"":""Point"",""coordinates"":[20.538272774112777,44.86496957944673]}"
852,160,150,24,"{""type"":""Point"",""coordinates"":[20.40359804388678,44.75504954328878]}"
853,154,74,15,"{""type"":""Point"",""coordinates"":[20.418913618799607,44.81332675853089]}"
854,100,178,94,"{""type"":""Point"",""coordinates"":[20.485395966540434,44.76090773548829]}"
855,36,135,141,"{""type"":""Point"",""coordinates"":[20.44146572590369,44.86673266793481]}"
856,151,216,64,"{""type"":""Point"",""coordinates"":[20.288609115936346,44.79627449596464]}"
857,124,187,180,"{""type"":""Point"",""coordinates"":[20.325575756109686,44.88200012976485]}"
858,36,135,141,"{""type"":""Point"",""coordinates"":[20.45529809882999,44.85492658799962]}"
859,51,98,143,"{""type"":""Point"",""coordinates"":[20.558026626936627,44.78302647604537]}"
860,37,97,126,"{""type"":""Point"",""coordinates"":[20.52616057154695,44.751431896012]}"
861,36,136,140,"{""type"":""Point"",""coordinates"":[20.378459034398286,44.74368586183358]}"
862,104,103,9,"{""type"":""Point"",""coordinates"":[20.50191540384844,44.81786798120177]}"
863,132,125,13,"{""type"":""Point"",""coordinates"":[20.348406053374912,44.86592321683465]}"
864,216,207,48,"{""type"":""Point"",""coordinates"":[20.48134690252794,44.800105190403286]}"
865,61,91,93,"{""type"":""Point"",""coordinates"":[20.327107702689307,44.88421302343957]}"
866,69,1,84,"{""type"":""Point"",""coordinates"":[20.41444328771435,44.85027923943098]}"
867,156,151,11,"{""type"":""Point"",""coordinates"":[20.470706367597277,44.77973321925924]}"
868,36,135,141,"{""type"":""Point"",""coordinates"":[20.330657569539394,44.831534460985]}"
869,69,1,84,"{""type"":""Point"",""coordinates"":[20.363127007709643,44.880980159921606]}"
870,36,135,141,"{""type"":""Point"",""coordinates"":[20.4778176483868,44.88812042035061]}"
871,223,215,32,"{""type"":""Point"",""coordinates"":[20.450896185408784,44.875743795526496]}"
872,152,215,66,"{""type"":""Point"",""coordinates"":[20.502697781132373,44.846026855765494]}"
873,195,97,9,"{""type"":""Point"",""coordinates"":[20.4224067655624,44.809993967164544]}"
874,31,152,141,"{""type"":""Point"",""coordinates"":[20.47313140482496,44.77086764436743]}"
875,69,1,84,"{""type"":""Point"",""coordinates"":[20.54455553618054,44.83742465343976]}"
876,226,216,25,"{""type"":""Point"",""coordinates"":[20.507534805160056,44.84680258346825]}"
877,41,170,136,"{""type"":""Point"",""coordinates"":[20.365541580753924,44.83123099688422]}"
878,195,181,40,"{""type"":""Point"",""coordinates"":[20.470200002853982,44.8455453746614]}"
879,52,98,142,"{""type"":""Point"",""coordinates"":[20.410401293068524,44.73592208400392]}"
880,201,186,27,"{""type"":""Point"",""coordinates"":[20.51583046362663,44.846013997008086]}"
881,101,158,27,"{""type"":""Point"",""coordinates"":[20.482085355011797,44.76489156045072]}"
882,239,142,52,"{""type"":""Point"",""coordinates"":[20.416833056560794,44.81557604816437]}"
883,32,136,141,"{""type"":""Point"",""coordinates"":[20.330576088397077,44.734027021325254]}"
884,36,135,141,"{""type"":""Point"",""coordinates"":[20.34748495535303,44.77772525313214]}"
885,69,1,84,"{""type"":""Point"",""coordinates"":[20.571250541382337,44.84552984291173]}"
886,41,115,138,"{""type"":""Point"",""coordinates"":[20.391222265660403,44.89097460876377]}"
887,56,85,132,"{""type"":""Point"",""coordinates"":[20.537165697549657,44.738384718020576]}"
888,151,216,64,"{""type"":""Point"",""coordinates"":[20.475003772153183,44.88339475412047]}"
889,153,217,51,"{""type"":""Point"",""coordinates"":[20.494998680292206,44.79939468226135]}"
890,36,135,141,"{""type"":""Point"",""coordinates"":[20.355853029530458,44.82041304010244]}"
891,61,152,51,"{""type"":""Point"",""coordinates"":[20.286828547646067,44.84061702142772]}"
892,36,135,141,"{""type"":""Point"",""coordinates"":[20.421920004139945,44.88047624074312]}"
893,222,215,30,"{""type"":""Point"",""coordinates"":[20.384847731612684,44.79430797835015]}"
894,152,215,61,"{""type"":""Point"",""coordinates"":[20.31122465652308,44.88734445392459]}"
895,36,135,141,"{""type"":""Point"",""coordinates"":[20.352509731688095,44.74490706988905]}"
896,36,135,141,"{""type"":""Point"",""coordinates"":[20.381187102425432,44.74815910802575]}"
897,25,116,83,"{""type"":""Point"",""coordinates"":[20.544622702077834,44.81049223441446]}"
898,104,204,92,"{""type"":""Point"",""coordinates"":[20.553251238773832,44.75361964287489]}"
899,222,219,34,"{""type"":""Point"",""coordinates"":[20.472748947612693,44.85537667218487]}"
900,36,135,141,"{""type"":""Point"",""coordinates"":[20.30191067153919,44.73052959046844]}"
901,225,217,14,"{""type"":""Point"",""coordinates"":[20.36793475317127,44.80991452859053]}"
902,225,215,30,"{""type"":""Point"",""coordinates"":[20.45706223127999,44.87446072447244]}"
903,45,105,132,"{""type"":""Point"",""coordinates"":[20.529024496214998,44.76348598526666]}"
904,69,1,84,"{""type"":""Point"",""coordinates"":[20.526003545308775,44.830447669978575]}"
905,192,197,51,"{""type"":""Point"",""coordinates"":[20.350664268700317,44.7936473866534]}"
906,36,133,141,"{""type"":""Point"",""coordinates"":[20.34692300734347,44.77011820602341]}"
907,31,143,139,"{""type"":""Point"",""coordinates"":[20.535565333504724,44.88452588333946]}"
908,36,135,141,"{""type"":""Point"",""coordinates"":[20.28986541429858,44.86153115545938]}"
909,41,117,140,"{""type"":""Point"",""coordinates"":[20.470305463016924,44.749395177924356]}"
